5ffc07f2-8c6e-4684-97a5-341a1c80e928,test-academy-eth,2023-03-05 00:00:00.000,2023-03-05 00:00:00.000,What is the Compound lending pool Ethereum address?,"The Compound lending pool Ethereum addresses can be found in the documentation. For version 3 (v3), you can check the addresses here: https://docs.compound.finance/#networks, and for version 2 (v2), you can find them here: https://docs.compound.finance/v2/#networks.",,,50,https://discord.com/channels/402910780124561410/402910780670083094/1103361944418779196
f2b1c781-e851-4896-9db3-3655d3c674a8,test-academy-eth,2023-04-05 00:00:00.000,2023-04-05 00:00:00.000,"Where can I find the pure lending rate, or how can I collect this data using an API?","To access the pure lending rate or collect this data through an API, you can obtain the supply rate over time, block by block, for any market by utilizing a corresponding Ethereum Virtual Machine (EVM) archive node. The contract addresses required for this purpose are available in the documentation. \n v3 addresses are here: https://docs.compound.finance/#networks and v2 here: https://docs.compound.finance/v2/#networks",,,1,https://discord.com/channels/402910780124561410/402910780670083094/1103404013476655176
afc0b8a0-4b39-4b46-b901-d6118ebf1262,test-academy-eth,2023-07-05 00:00:00.000,2023-07-05 00:00:00.000,How can I calculate the interest I am paying each block for a Compound v2 borrowing rate that changes every block?,"To calculate the interest you're paying each block for a Compound v2 borrowing rate that changes every 15 seconds, you can use the following formula. Start with the annual rate (for e.g. 8%) and divide it by the total number of blocks in a year, which is approximately 2,592,000 blocks (60 seconds/minute x 60 minutes/hour x 24 hours/day x 365 days/year / 15 seconds/block = 2,592,000 blocks/year). This yields 0.00000308642, or 0.000308642% for each block. So, for every block in which you borrow, you would be paying 0.000308642% of the borrowed amount as interest.",,,1,https://discord.com/channels/402910780124561410/402910780670083094/1104545553452380170
f5c2f69c-a6d0-4df4-be36-36ea5e01abb5,test-academy-eth,2023-07-05 00:00:00.000,2023-07-05 00:00:00.000,"Is there a public address where Reserves are held that can be viewed on the blockchain, like Etherscan for v2?",The Reserves are held in the Comet or cToken (v2) contracts. You can find the specific addresses for these contracts in the documentation at the following link: https://docs.compound.finance/ ,,,1,https://discord.com/channels/402910780124561410/402910780670083094/1104711559856525382
7096bbfb-0290-450c-b5ec-9828a83693c8,test-academy-eth,2023-08-05 00:00:00.000,2023-08-05 00:00:00.000,Where can I find the testnet where I can see how the platform work?,You can explore the platform's functionality on the testnet by visiting this link: https://app.compound.finance/?market=usdc-polygon&testnet=. It offers a test environment to understand how the platform operates.,,,1,https://discord.com/channels/402910780124561410/402910780670083094/1105029500879781908
e134340c-76c3-460c-b715-f2fc6c06f21a,test-academy-eth,2023-09-05 00:00:00.000,2023-09-05 00:00:00.000,"If I borrow 100 ETH in Compound v2 with an 8% APR, after one year, will I have to repay 108 ETH? How do users who supply their tokens earn money every block, and what's the timeframe for repaying the borrowed amount and interest?","Hypothetically, if you borrow 100 ETH with an 8% APR in Compound v2, after a year, you would owe 108 ETH to the protocol. Users who supply their tokens earn a portion of the APR as interest on their supplied assets, and a part goes to the protocol's reserves. As a borrower, you don't have a specific deadline to repay the borrowed amount. However, if your account violates collateral requirements, which it will eventually, a liquidator may liquidate your account, and this adds to the protocol reserves. Borrowers are encouraged to repay their loans or add collateral before their account is at risk of liquidation. The exact timeframe for repayment depends on individual account circumstances and market conditions.",,,1,https://discord.com/channels/402910780124561410/402910780670083094/1105499111823781928
0d6eed7f-091d-424d-be1e-a04842651d7d,test-academy-eth,2023-05-13 00:00:00.000,2023-05-13 00:00:00.000,"Is there a minimum amount of COMP required for the lower borrow rate, specifically for USDC, on v3?","In Compound v3, there is only one borrow rate, and COMP does not provide any discounts on the borrow rate. Therefore, there is no minimum amount of COMP required for a lower borrow rate for USDC or any other asset. COMP rewards are for both suppliers and borrowers on the USDC market: https://app.compound.finance/markets?market=usdc-mainnet",,,1,https://discord.com/channels/402910780124561410/402910780670083094/1106774980814979093
fe98c1b5-7ba1-4675-b517-199c65de2e2c,test-academy-eth,2023-05-14 00:00:00.000,2023-05-14 00:00:00.000,What does the Position Migrator extension enable users to do?,The Position Migrator extension allows users to import positions from Compound v2 and Aave v2 into their Compound III balance.,,,1,https://discord.com/channels/402910780124561410/402910780670083094/1107047724030902406
f1ba02f6-5164-410f-a255-7cf1a92d8dd7,test-academy-eth,2023-05-13 00:00:00.000,2023-05-13 00:00:00.000,Is there a way to import or export an entire position to another wallet using the Position Migrator extension?,"No, the Position Migrator extension does not offer the functionality to import or export positions to another wallet. In this case, manual transfers and actions would be the most suitable method for moving your assets between wallets.",,,2,https://discord.com/channels/402910780124561410/402910780670083094/1106994487210807428
da77ea6b-a5dc-407a-b9d8-73b4ebf5f3f7,test-academy-eth,2023-05-14 00:00:00.000,2023-05-14 00:00:00.000,"In the v3 UI for ""borrow APR,"" there are two percentages: a larger one in white letters at 4.01% and a smaller one in gray letters next to the mini Compound logo that says 3.19%. What is the purpose of the lower percentage?","The smaller percentage, displayed in gray letters next to the mini Compound logo (3.19%), represents the COMP rewards rate for borrowing. In this example, borrowers are paying 4.01% APR as interest but are also receiving 3.19% APR in COMP rewards. This results in a net borrow rate of 0.82% APR after accounting for the rewards received. COMP rewards are for both suppliers and borrowers on the USDC market: https://app.compound.finance/markets?market=usdc-mainnet",,,1,https://discord.com/channels/402910780124561410/402910780670083094/1107373424868864112
